ObjectID;Numéro du bureau de vote;Libellé du bureau de vote;Adresse;Code Postal;Identifiant du bureau de vote;geo_shape;geo_point_2d
128;7;ECOLE ELEMENTAIRE;4 RUE DE FLORENCE;75008;8-7;"{""type"": ""Point"", ""coordinates"": [2.32559992602459, 48.88229243841163]}";48.8822924384, 2.32559992602
135;14;ECOLE ELEMENTAIRE;10 RUE PAUL BAUDRY;75008;8-14;"{""type"": ""Point"", ""coordinates"": [2.307404170973702, 48.87234526111334]}";48.8723452611, 2.30740417097
139;18;ECOLE ELEMENTAIRE;8 RUE ROBERT ESTIENNE;75008;8-18;"{""type"": ""Point"", ""coordinates"": [2.305114781895394, 48.86861806861769]}";48.8686180686, 2.3051147819
144;5;ECOLE ELEMENTAIRE;32 RUE BUFFAULT;75009;9-5;"{""type"": ""Point"", ""coordinates"": [2.342436576251983, 48.87631293124533]}";48.8763129312, 2.34243657625
148;9;ECOLE MATERNELLE;9 bis RUE BLANCHE;75009;9-9;"{""type"": ""Point"", ""coordinates"": [2.331747546935177, 48.87806921143377]}";48.8780692114, 2.33174754694
151;12;LYCEE EDGAR QUINET;63 RUE DES MARTYRS;75009;9-12;"{""type"": ""Point"", ""coordinates"": [2.339873986629826, 48.8812506700619]}";48.8812506701, 2.33987398663
154;15;ECOLE ELEMENTAIRE;32 RUE DE BRUXELLES;75009;9-15;"{""type"": ""Point"", ""coordinates"": [2.328801395642384, 48.88299974956884]}";48.8829997496, 2.32880139564
166;27;ECOLE MATERNELLE;70 RUE DE ROCHECHOUART;75009;9-27;"{""type"": ""Point"", ""coordinates"": [2.347273561894463, 48.88140198532954]}";48.8814019853, 2.34727356189
168;2;MAIRIE D'ARRONDISSEMENT;72 RUE DU FAUBOURG SAINT MARTIN;75010;10-2;"{""type"": ""Point"", ""coordinates"": [2.357382644948622, 48.87178451190306]}";48.8717845119, 2.35738264495
174;8;ECOLE ELEMENTAIRE;23 RUE DES RECOLLETS;75010;10-8;"{""type"": ""Point"", ""coordinates"": [2.360485628560316, 48.87475078447625]}";48.8747507845, 2.36048562856
179;13;ECOLE ELEMENTAIRE;200 RUE SAINT MAUR;75010;10-13;"{""type"": ""Point"", ""coordinates"": [2.371684842862423, 48.87223208263676]}";48.8722320826, 2.37168484286
188;22;COLLEGE VALMY;195 QUAI DE VALMY;75010;10-22;"{""type"": ""Point"", ""coordinates"": [2.368163055514795, 48.88144351867598]}";48.8814435187, 2.36816305551
192;26;GYMNASE CHATEAU LANDON;46 RUE DU CHATEAU LANDON;75010;10-26;"{""type"": ""Point"", ""coordinates"": [2.363919609601941, 48.88306231531676]}";48.8830623153, 2.3639196096
195;29;ECOLE ELEMENTAIRE;14 RUE BOSSUET;75010;10-29;"{""type"": ""Point"", ""coordinates"": [2.352506614308577, 48.87913850844485]}";48.8791385084, 2.35250661431
198;32;COLLEGE BERNARD PALISSY;21 RUE DES PETITS HOTELS;75010;10-32;"{""type"": ""Point"", ""coordinates"": [2.352858995710645, 48.87746346267527]}";48.8774634627, 2.35285899571
202;36;ECOLE MATERNELLE;9 RUE MARTEL;75010;10-36;"{""type"": ""Point"", ""coordinates"": [2.352914620723137, 48.87397516876514]}";48.8739751688, 2.35291462072
204;38;ECOLE ELEMENTAIRE;6 RUE DE METZ;75010;10-38;"{""type"": ""Point"", ""coordinates"": [2.354164057181911, 48.87088195180038]}";48.8708819518, 2.35416405718
220;15;ECOLE MATERNELLE;13 BOULEVARD RICHARD LENOIR;75011;11-15;"{""type"": ""Point"", ""coordinates"": [2.370373561856181, 48.8559883207195]}";48.8559883207, 2.37037356186
222;17;ECOLE ELEMENTAIRE;17 RUE ALPHONSE BAUDIN;75011;11-17;"{""type"": ""Point"", ""coordinates"": [2.370129188219179, 48.8611104939147]}";48.8611104939, 2.37012918822
223;18;ECOLE ELEMENTAIRE SAINT-SEBASTIEN;17 RUE ALPHONSE BAUDIN;75011;11-18;"{""type"": ""Point"", ""coordinates"": [2.370129188219179, 48.8611104939147]}";48.8611104939, 2.37012918822
224;19;ECOLE ELEMENTAIRE SAINT-SEBASTIEN;17 RUE ALPHONSE BAUDIN;75011;11-19;"{""type"": ""Point"", ""coordinates"": [2.370129188219179, 48.8611104939147]}";48.8611104939, 2.37012918822
230;25;ECOLE ELEMENTAIRE;1 RUE PIHET;75011;11-25;"{""type"": ""Point"", ""coordinates"": [2.373881982713791, 48.86345480387829]}";48.8634548039, 2.37388198271
231;26;ECOLE MATERNELLE;2 PASSAGE BESLAY;75011;11-26;"{""type"": ""Point"", ""coordinates"": [2.373467182489961, 48.86300084768483]}";48.8630008477, 2.37346718249
238;33;LYCEE VOLTAIRE;101 AVENUE DE LA REPUBLIQUE;75011;11-33;"{""type"": ""Point"", ""coordinates"": [2.384525456935613, 48.863525572289994]}";48.8635255723, 2.38452545694
246;41;ECOLE MATERNELLE;14 RUE MERLIN;75011;11-41;"{""type"": ""Point"", ""coordinates"": [2.385842607376004, 48.86000302546361]}";48.8600030255, 2.38584260738
247;42;COLLEGE ALAIN FOURNIER;87 RUE LEON FROT;75011;11-42;"{""type"": ""Point"", ""coordinates"": [2.383843480876598, 48.85779982773857]}";48.8577998277, 2.38384348088
249;44;GYMNASE PHILIPPE AUGUSTE;68 AVENUE PHILIPPE AUGUSTE;75011;11-44;"{""type"": ""Point"", ""coordinates"": [2.392701925006258, 48.85393667124542]}";48.8539366712, 2.39270192501
250;45;GYMNASE PHILIPPE AUGUSTE;68 AVENUE PHILIPPE AUGUSTE;75011;11-45;"{""type"": ""Point"", ""coordinates"": [2.392701925006258, 48.85393667124542]}";48.8539366712, 2.39270192501
251;46;ECOLE ELEMENTAIRE ALEXANDRE DUMAS;30 PASSAGE DU BUREAU;75011;11-46;"{""type"": ""Point"", ""coordinates"": [2.393878246327018, 48.8544194168055]}";48.8544194168, 2.39387824633
260;55;ECOLE ELEMENTAIRE;8 CITE VOLTAIRE;75011;11-55;"{""type"": ""Point"", ""coordinates"": [2.390499572425956, 48.852651921125634]}";48.8526519211, 2.39049957243
262;2;ECOLE ELEMENTAIRE;4 RUE BIGNON;75012;12-2;"{""type"": ""Point"", ""coordinates"": [2.388515779432286, 48.840431161998836]}";48.840431162, 2.38851577943
266;6;ECOLE MATERNELLE;47 RUE DE PICPUS;75012;12-6;"{""type"": ""Point"", ""coordinates"": [2.397107765245969, 48.8432968091543]}";48.8432968092, 2.39710776525
279;19;MAISON DES ASSOCIATIONS;181 AVENUE DAUMESNIL;75012;12-19;"{""type"": ""Point"", ""coordinates"": [2.392506776426983, 48.840487821568935]}";48.8404878216, 2.39250677643
286;26;ECOLE MATERNELLE;40 RUE DES MEUNIERS;75012;12-26;"{""type"": ""Point"", ""coordinates"": [2.396508267296039, 48.83481539018276]}";48.8348153902, 2.3965082673
288;28;ECOLE ELEMENTAIRE;315 RUE DE CHARENTON;75012;12-28;"{""type"": ""Point"", ""coordinates"": [2.395160330578747, 48.833631438247615]}";48.8336314382, 2.39516033058
292;32;ECOLE ELEMENTAIRE B;8 AVENUE LAMORICIERE;75012;12-32;"{""type"": ""Point"", ""coordinates"": [2.412250247401958, 48.84473017276165]}";48.8447301728, 2.4122502474
304;44;ECOLE MATERNELLE;15 AVENUE ARMAND ROUSSEAU;75012;12-44;"{""type"": ""Point"", ""coordinates"": [2.40920969369353, 48.83671679271982]}";48.8367167927, 2.40920969369
305;45;ECOLE ELEMENTAIRE B;8 AVENUE LAMORICIERE;75012;12-45;"{""type"": ""Point"", ""coordinates"": [2.412250247401958, 48.84473017276165]}";48.8447301728, 2.4122502474
306;46;ECOLE ELEMENTAIRE;4 RUE DE POMMARD;75012;12-46;"{""type"": ""Point"", ""coordinates"": [2.385128844786328, 48.835649316625265]}";48.8356493166, 2.38512884479
311;51;ECOLE ELEMENTAIRE;165 RUE DE BERCY;75012;12-51;"{""type"": ""Point"", ""coordinates"": [2.375397925170995, 48.84252116204699]}";48.842521162, 2.37539792517
312;52;ECOLE ELEMENTAIRE;40 BOULEVARD DIDEROT;75012;12-52;"{""type"": ""Point"", ""coordinates"": [2.377315064933681, 48.84611205239398]}";48.8461120524, 2.37731506493
314;54;LYCEE PROFESSIONNEL THEOPHILE GAUTIER;49 RUE DE CHARENTON;75012;12-54;"{""type"": ""Point"", ""coordinates"": [2.372559645008332, 48.85122356231539]}";48.8512235623, 2.37255964501
315;55;ECOLE ELEMENTAIRE;8 RUE CHARLES BAUDELAIRE;75012;12-55;"{""type"": ""Point"", ""coordinates"": [2.376466488434926, 48.84883039802146]}";48.848830398, 2.37646648843
318;58;ECOLE ELEMENTAIRE;8 RUE CHARLES BAUDELAIRE;75012;12-58;"{""type"": ""Point"", ""coordinates"": [2.376466488434926, 48.84883039802146]}";48.848830398, 2.37646648843
319;59;ECOLE ELEMENTAIRE;5 RUE JEAN BOUTON;75012;12-59;"{""type"": ""Point"", ""coordinates"": [2.376766723554521, 48.84569695860736]}";48.8456969586, 2.37676672355
320;60;ECOLE ELEMENTAIRE;5 RUE JEAN BOUTON;75012;12-60;"{""type"": ""Point"", ""coordinates"": [2.376766723554521, 48.84569695860736]}";48.8456969586, 2.37676672355
327;3;ECOLE ELEMENTAIRE;13 RUE FAGON;75013;13-3;"{""type"": ""Point"", ""coordinates"": [2.35695080961766, 48.83254787058288]}";48.8325478706, 2.35695080962
328;4;ECOLE ELEMENTAIRE A;42 RUE JENNER;75013;13-4;"{""type"": ""Point"", ""coordinates"": [2.36143129235871, 48.83581663514189]}";48.8358166351, 2.36143129236
330;6;ECOLE ELEMENTAIRE B;46 RUE JENNER;75013;13-6;"{""type"": ""Point"", ""coordinates"": [2.3608757454844422, 48.83603939111152]}";48.8360393911, 2.36087574548
336;12;ECOLE ELEMENTAIRE A;33 PLACE JEANNE D ARC;75013;13-12;"{""type"": ""Point"", ""coordinates"": [2.367434603606919, 48.82978370265541]}";48.8297837027, 2.36743460361
340;16;ECOLE ELEMENTAIRE A;57 RUE BAUDRICOURT;75013;13-16;"{""type"": ""Point"", ""coordinates"": [2.363085356083464, 48.825705623934496]}";48.8257056239, 2.36308535608
343;19;ECOLE ELEMENTAIRE B;47 AVENUE D IVRY;75013;13-19;"{""type"": ""Point"", ""coordinates"": [2.365782185799759, 48.82306036732582]}";48.8230603673, 2.3657821858
355;31;ECOLE ELEMENTAIRE;64 RUE DUNOIS;75013;13-31;"{""type"": ""Point"", ""coordinates"": [2.366908899344232, 48.83274784447042]}";48.8327478445, 2.36690889934
357;33;ECOLE ELEMENTAIRE;8 RUE GEORGE BALANCHINE;75013;13-33;"{""type"": ""Point"", ""coordinates"": [2.373644551130149, 48.83646720479784]}";48.8364672048, 2.37364455113
360;36;ECOLE ELEMENTAIRE;103 AVENUE DE CHOISY;75013;13-36;"{""type"": ""Point"", ""coordinates"": [2.360696095728102, 48.82495047649105]}";48.8249504765, 2.36069609573
364;40;ECOLE MATERNELLE;157 RUE DE TOLBIAC;75013;13-40;"{""type"": ""Point"", ""coordinates"": [2.356264690602781, 48.826034393453945]}";48.8260343935, 2.3562646906
381;57;ECOLE ELEMENTAIRE;38 RUE VANDREZANNE;75013;13-57;"{""type"": ""Point"", ""coordinates"": [2.353176840261815, 48.82783877739521]}";48.8278387774, 2.35317684026
384;60;ECOLE SUPERIEURE ESTIENNE;18 BOULEVARD AUGUSTE BLANQUI;75013;13-60;"{""type"": ""Point"", ""coordinates"": [2.352434912437172, 48.830776962656294]}";48.8307769627, 2.35243491244
391;67;ECOLE MATERNELLE;11 RUE DE CROULEBARBE;75013;13-67;"{""type"": ""Point"", ""coordinates"": [2.352322918359434, 48.83410933386872]}";48.8341093339, 2.35232291836
395;71;ECOLE POLYVALENTE;47 RUE DES GRANDS MOULINS;75013;13-71;"{""type"": ""Point"", ""coordinates"": [2.37769561445942, 48.82792649629891]}";48.8279264963, 2.37769561446
408;13;ECOLE ELEMENTAIRE;5 RUE PRISSE D AVENNES;75014;14-13;"{""type"": ""Point"", ""coordinates"": [2.328290184470267, 48.82511886185232]}";48.8251188619, 2.32829018447
413;18;ECOLE MATERNELLE;57 RUE MAURICE RIPOCHE;75014;14-18;"{""type"": ""Point"", ""coordinates"": [2.322933529510496, 48.833278983738715]}";48.8332789837, 2.32293352951
414;19;ECOLE ELEMENTAIRE;12 RUE SEVERO;75014;14-19;"{""type"": ""Point"", ""coordinates"": [2.323527359396538, 48.83245026187656]}";48.8324502619, 2.3235273594
425;30;LYCEE PAUL BERT;9 RUE HUYGHENS;75014;14-30;"{""type"": ""Point"", ""coordinates"": [2.328583687271062, 48.840718048749714]}";48.8407180487, 2.32858368727
432;37;ECOLE ELEMENTAIRE;12 RUE D ALESIA;75014;14-37;"{""type"": ""Point"", ""coordinates"": [2.333987442275152, 48.82770065063449]}";48.8277006506, 2.33398744228
451;56;ECOLE MATERNELLE;7 AVENUE MAURICE D OCAGNE;75014;14-56;"{""type"": ""Point"", ""coordinates"": [2.312164949668678, 48.82475730461192]}";48.8247573046, 2.31216494967
453;1;MAIRIE D ARRONDISSEMENT;31 RUE PECLET;75015;15-1;"{""type"": ""Point"", ""coordinates"": [2.299884387584236, 48.84151574940015]}";48.8415157494, 2.29988438758
456;4;LYCEE CAMILLE SEE;11 RUE LEON LHERMITTE;75015;15-4;"{""type"": ""Point"", ""coordinates"": [2.296984030717407, 48.84299080040883]}";48.8429908004, 2.29698403072
458;6;ECOLE ELEMENTAIRE;36 RUE VIOLET;75015;15-6;"{""type"": ""Point"", ""coordinates"": [2.29292669587379, 48.8475863921452]}";48.8475863921, 2.29292669587
459;7;COLLEGE CLAUDE DEBUSSY;4 PLACE DU COMMERCE;75015;15-7;"{""type"": ""Point"", ""coordinates"": [2.291597654249927, 48.845291480075105]}";48.8452914801, 2.29159765425
460;8;COLLEGE CLAUDE DEBUSSY;4 PLACE DU COMMERCE;75015;15-8;"{""type"": ""Point"", ""coordinates"": [2.291597654249927, 48.845291480075105]}";48.8452914801, 2.29159765425
467;15;ECOLE ELEMENTAIRE;25 RUE ROUELLE;75015;15-15;"{""type"": ""Point"", ""coordinates"": [2.287397384473942, 48.85042162079514]}";48.8504216208, 2.28739738447
468;16;ECOLE MATERNELLE;18 RUE DE LA FEDERATION;75015;15-16;"{""type"": ""Point"", ""coordinates"": [2.291088941392813, 48.854537241414214]}";48.8545372414, 2.29108894139
472;20;ECOLE ELEMENTAIRE;5 PLACE DU CARDINAL AMETTE;75015;15-20;"{""type"": ""Point"", ""coordinates"": [2.297144684094639, 48.85077532046619]}";48.8507753205, 2.29714468409
512;60;LYCEE D ENSEIGNEMENT COMMERCIAL;1 RUE CORBON;75015;15-60;"{""type"": ""Point"", ""coordinates"": [2.3033421059770562, 48.836632741376384]}";48.8366327414, 2.30334210598
515;63;ECOLE MATERNELLE;6 RUE GERBERT;75015;15-63;"{""type"": ""Point"", ""coordinates"": [2.297770406580284, 48.839563472547944]}";48.8395634725, 2.29777040658
524;72;LYCEE LOUIS ARMAND;319 RUE LECOURBE;75015;15-72;"{""type"": ""Point"", ""coordinates"": [2.285557898634618, 48.83729055331395]}";48.8372905533, 2.28555789863
551;4;MAIRIE D'ARRONDISSEMENT;71 AVENUE HENRI MARTIN;75016;16-4;"{""type"": ""Point"", ""coordinates"": [2.277138371963876, 48.864035943327984]}";48.8640359433, 2.27713837196
553;6;ECOLE ELEMENTAIRE;10 RUE CHERNOVIZ;75016;16-6;"{""type"": ""Point"", ""coordinates"": [2.281777701028869, 48.85748735254851]}";48.8574873525, 2.28177770103
558;11;ECOLE ELEMENTAIRE;15 RUE DES BAUCHES;75016;16-11;"{""type"": ""Point"", ""coordinates"": [2.273564903793803, 48.855980141371575]}";48.8559801414, 2.27356490379
560;13;ECOLE MATERNELLE;25 RUE DE PASSY;75016;16-13;"{""type"": ""Point"", ""coordinates"": [2.282231595803093, 48.85802951037514]}";48.8580295104, 2.2822315958
567;20;COLLEGE SAINT JEAN DE PASSY;62 RUE RAYNOUARD;75016;16-20;"{""type"": ""Point"", ""coordinates"": [2.279850724798701, 48.85502032446152]}";48.8550203245, 2.2798507248
568;21;ECOLE ELEMENTAIRE;18 RUE GROS;75016;16-21;"{""type"": ""Point"", ""coordinates"": [2.276148555118309, 48.85138249894853]}";48.8513824989, 2.27614855512
572;25;LYCEE LA FONTAINE;8 RUE MERYON;75016;16-25;"{""type"": ""Point"", ""coordinates"": [2.256008884647321, 48.84436893180052]}";48.8443689318, 2.25600888465
573;26;LYCEE LA FONTAINE;8 RUE MERYON;75016;16-26;"{""type"": ""Point"", ""coordinates"": [2.256008884647321, 48.84436893180052]}";48.8443689318, 2.25600888465
585;38;ECOLE ELEMENTAIRE;63 RUE BOILEAU;75016;16-38;"{""type"": ""Point"", ""coordinates"": [2.263046864139128, 48.84271014740742]}";48.8427101474, 2.26304686414
588;41;LYCEE RENE CASSIN;185 AVENUE DE VERSAILLES;75016;16-41;"{""type"": ""Point"", ""coordinates"": [2.263847251203376, 48.8399034396377]}";48.8399034396, 2.2638472512
594;47;ECOLE ELEMENTAIRE;162 BOULEVARD MURAT;75016;16-47;"{""type"": ""Point"", ""coordinates"": [2.265105060618937, 48.83895378132825]}";48.8389537813, 2.26510506062
595;48;LYCEE CLAUDE BERNARD;1 AVENUE DU PARC DES PRINCES;75016;16-48;"{""type"": ""Point"", ""coordinates"": [2.254942342930245, 48.84197468693989]}";48.8419746869, 2.25494234293
599;52;PETIT LYCEE JANSON DE SAILLY;24 RUE DECAMPS;75016;16-52;"{""type"": ""Point"", ""coordinates"": [2.279983907232503, 48.864270613845726]}";48.8642706138, 2.27998390723
601;54;GYMNASE HENRY DE MONTHERLANT;32 BOULEVARD LANNES;75016;16-54;"{""type"": ""Point"", ""coordinates"": [2.27210280990352, 48.86751950436509]}";48.8675195044, 2.2721028099
602;55;GYMNASE HENRY DE MONTHERLANT;32 BOULEVARD LANNES;75016;16-55;"{""type"": ""Point"", ""coordinates"": [2.27210280990352, 48.86751950436509]}";48.8675195044, 2.2721028099
605;58;ECOLE ELEMENTAIRE;3 IMPASSE DES BELLES FEUILLES;75016;16-58;"{""type"": ""Point"", ""coordinates"": [2.280760034954807, 48.86883244068675]}";48.8688324407, 2.28076003495
608;61;ECOLE ELEMENTAIRE;21 RUE AMIRAL HAMELIN;75016;16-61;"{""type"": ""Point"", ""coordinates"": [2.291931610891922, 48.867418913612084]}";48.8674189136, 2.29193161089
610;63;ECOLE ELEMENTAIRE;15 bis RUE SAINT DIDIER;75016;16-63;"{""type"": ""Point"", ""coordinates"": [2.287584927820538, 48.866137322416215]}";48.8661373224, 2.28758492782
612;65;INSTITUT DE L'ASSOMPTION;8 RUE DE L AMIRAL D ESTAING;75016;16-65;"{""type"": ""Point"", ""coordinates"": [2.293346727960391, 48.867236309458114]}";48.8672363095, 2.29334672796
617;2;MAIRIE D'ARRONDISSEMENT;18 RUE DES BATIGNOLLES;75017;17-2;"{""type"": ""Point"", ""coordinates"": [2.32209375678995, 48.884340831391285]}";48.8843408314, 2.32209375679
619;4;ECOLE ELEMENTAIRE;15 RUE TRUFFAUT;75017;17-4;"{""type"": ""Point"", ""coordinates"": [2.322540242567856, 48.8849302531143]}";48.8849302531, 2.32254024257
621;6;ECOLE ELEMENTAIRE;10 RUE BOURSAULT;75017;17-6;"{""type"": ""Point"", ""coordinates"": [2.320797460528211, 48.88295338754041]}";48.8829533875, 2.32079746053
623;8;ECOLE ELEMENTAIRE;8 RUE LECOMTE;75017;17-8;"{""type"": ""Point"", ""coordinates"": [2.320769503704259, 48.888851082142416]}";48.8888510821, 2.3207695037
658;43;ECOLE HOTELIERE JEAN DROUANT;20 RUE MEDERIC;75017;17-43;"{""type"": ""Point"", ""coordinates"": [2.30374937782114, 48.88075294826639]}";48.8807529483, 2.30374937782
661;46;LYCEE CARNOT;145 BOULEVARD MALESHERBES;75017;17-46;"{""type"": ""Point"", ""coordinates"": [2.307843957216669, 48.88447741558528]}";48.8844774156, 2.30784395722
668;53;ECOLE BLANCHE DE CASTILLE;8 ter RUE ROGER BACON;75017;17-53;"{""type"": ""Point"", ""coordinates"": [2.28944975612092, 48.88256663202419]}";48.882566632, 2.28944975612
670;55;RESIDENCE DES TERNES;28 RUE BAYEN;75017;17-55;"{""type"": ""Point"", ""coordinates"": [2.293146442622068, 48.880967649366326]}";48.8809676494, 2.29314644262
671;56;ECOLE BLANCHE DE CASTILLE;8 ter RUE ROGER BACON;75017;17-56;"{""type"": ""Point"", ""coordinates"": [2.28944975612092, 48.88256663202419]}";48.882566632, 2.28944975612
672;57;ECOLE MATERNELLE;6 RUE LOUIS VIERNE;75017;17-57;"{""type"": ""Point"", ""coordinates"": [2.290018853330544, 48.88812440202349]}";48.888124402, 2.29001885333
683;1;MAIRIE D'ARRONDISSEMENT;1 PLACE JULES JOFFRIN;75018;18-1;"{""type"": ""Point"", ""coordinates"": [2.344687212850018, 48.89230356684379]}";48.8923035668, 2.34468721285
684;2;MAIRIE D'ARRONDISSEMENT;1 PLACE JULES JOFFRIN;75018;18-2;"{""type"": ""Point"", ""coordinates"": [2.344687212850018, 48.89230356684379]}";48.8923035668, 2.34468721285
695;13;COLLEGE MAURICE UTRILLO;100 BOULEVARD NEY;75018;18-13;"{""type"": ""Point"", ""coordinates"": [2.344756424511706, 48.89820810954946]}";48.8982081095, 2.34475642451
697;15;COLLEGE GERARD PHILIPE;11 RUE CHAMPIONNET;75018;18-15;"{""type"": ""Point"", ""coordinates"": [2.3516684477344763, 48.89517334948136]}";48.8951733495, 2.35166844773
703;21;GYMNASE RONSARD;2 RUE RONSARD;75018;18-21;"{""type"": ""Point"", ""coordinates"": [2.344306394607543, 48.885013867573846]}";48.8850138676, 2.34430639461
707;25;ECOLE MATERNELLE;3 PLACE CONSTANTIN PECQUEUR;75018;18-25;"{""type"": ""Point"", ""coordinates"": [2.337886865217722, 48.88904071290512]}";48.8890407129, 2.33788686522
709;27;ECOLE ELEMENTAIRE;15 RUE HOUDON;75018;18-27;"{""type"": ""Point"", ""coordinates"": [2.338452327331318, 48.88322840307661]}";48.8832284031, 2.33845232733
712;30;LYCEE TECHNIQUE AUGUSTE RENOIR;24 RUE GANNERON;75018;18-30;"{""type"": ""Point"", ""coordinates"": [2.328145776341931, 48.88688946236731]}";48.8868894624, 2.32814577634
714;32;COLLEGE ANTOINE COYSEVOX;16 RUE COYSEVOX;75018;18-32;"{""type"": ""Point"", ""coordinates"": [2.329820197913042, 48.89161763130857]}";48.8916176313, 2.32982019791
718;36;ECOLE MATERNELLE;4 SQUARE LAMARCK;75018;18-36;"{""type"": ""Point"", ""coordinates"": [2.335810572366515, 48.89077288923447]}";48.8907728892, 2.33581057237
725;43;ECOLE ELEMENTAIRE;44 RUE VAUVENARGUES;75018;18-43;"{""type"": ""Point"", ""coordinates"": [2.331824533533235, 48.89512422234611]}";48.8951242223, 2.33182453353
727;45;ECOLE ELEMENTAIRE;129 RUE BELLIARD;75018;18-45;"{""type"": ""Point"", ""coordinates"": [2.335628785915552, 48.8963492007792]}";48.8963492008, 2.33562878592
730;48;ECOLE ELEMENTAIRE;7 RUE GUSTAVE ROUANET;75018;18-48;"{""type"": ""Point"", ""coordinates"": [2.340316327408089, 48.89631476048435]}";48.8963147605, 2.34031632741
734;52;ECOLE ELEMENTAIRE;7 RUE DOUDEAUVILLE;75018;18-52;"{""type"": ""Point"", ""coordinates"": [2.358735956353919, 48.88887204874945]}";48.8888720487, 2.35873595635
735;53;ECOLE ELEMENTAIRE;5 RUE PIERRE BUDIN;75018;18-53;"{""type"": ""Point"", ""coordinates"": [2.352728697164876, 48.88968435381306]}";48.8896843538, 2.35272869716
744;62;ECOLE ELEMENTAIRE;2 RUE DE LA GUADELOUPE;75018;18-62;"{""type"": ""Point"", ""coordinates"": [2.362632093354557, 48.890753011055075]}";48.8907530111, 2.36263209335
756;6;ECOLE MATERNELLE;8 RUE SADI LECOINTE;75019;19-6;"{""type"": ""Point"", ""coordinates"": [2.3738821869576032, 48.880353944905195]}";48.8803539449, 2.37388218696
757;7;ECOLE ELEMENTAIRE B;119 AVENUE SIMON BOLIVAR;75019;19-7;"{""type"": ""Point"", ""coordinates"": [2.374187399489408, 48.87983802127309]}";48.8798380213, 2.37418739949
760;10;ECOLE ELEMENTAIRE;67 AVENUE SIMON BOLIVAR;75019;19-10;"{""type"": ""Point"", ""coordinates"": [2.377275255466353, 48.87635949199671]}";48.876359492, 2.37727525547
767;17;COLLEGE CLAUDE CHAPPE;9 RUE DES ALOUETTES;75019;19-17;"{""type"": ""Point"", ""coordinates"": [2.385349729698777, 48.87749339806103]}";48.8774933981, 2.3853497297
770;20;ECOLE MATERNELLE;29 RUE DE LA PREVOYANCE;75019;19-20;"{""type"": ""Point"", ""coordinates"": [2.394555612426077, 48.88370728018692]}";48.8837072802, 2.39455561243
774;24;ECOLE ELEMENTAIRE;4 RUE GOUBET;75019;19-24;"{""type"": ""Point"", ""coordinates"": [2.390330208603971, 48.88459275395275]}";48.884592754, 2.3903302086
777;27;ECOLE ELEMENTAIRE;160 AVENUE JEAN JAURES;75019;19-27;"{""type"": ""Point"", ""coordinates"": [2.388022518795923, 48.88728920520045]}";48.8872892052, 2.3880225188
780;30;ECOLE MATERNELLE;9 RUE DU GENERAL BRUNET;75019;19-30;"{""type"": ""Point"", ""coordinates"": [2.390464627821431, 48.880405409154164]}";48.8804054092, 2.39046462782
784;34;ECOLE ELEMENTAIRE B;16 RUE EUGENIE COTTON;75019;19-34;"{""type"": ""Point"", ""coordinates"": [2.394524939038747, 48.8787419839548]}";48.878741984, 2.39452493904
785;35;ECOLE ELEMENTAIRE B;16 RUE EUGENIE COTTON;75019;19-35;"{""type"": ""Point"", ""coordinates"": [2.394524939038747, 48.8787419839548]}";48.878741984, 2.39452493904
791;41;ECOLE ELEMENTAIRE A;15 RUE COLETTE MAGNY;75019;19-41;"{""type"": ""Point"", ""coordinates"": [2.376059327607306, 48.89500810814713]}";48.8950081081, 2.37605932761
798;48;ECOLE ELEMENTAIRE B;7 RUE BARBANEGRE;75019;19-48;"{""type"": ""Point"", ""coordinates"": [2.382861775847236, 48.89213866689789]}";48.8921386669, 2.38286177585
803;53;ECOLE MATERNELLE;132 RUE D AUBERVILLIERS;75019;19-53;"{""type"": ""Point"", ""coordinates"": [2.369838283147698, 48.89187141561735]}";48.8918714156, 2.36983828315
809;59;ECOLE ELEMENTAIRE B;9 RUE PIERRE GIRARD;75019;19-59;"{""type"": ""Point"", ""coordinates"": [2.379603769415929, 48.88590939471216]}";48.8859093947, 2.37960376942
810;60;ECOLE ELEMENTAIRE A;9 RUE TANDOU;75019;19-60;"{""type"": ""Point"", ""coordinates"": [2.379257311741233, 48.88604531263782]}";48.8860453126, 2.37925731174
831;11;ECOLE MATERNELLE;36 RUE PIAT;75020;20-11;"{""type"": ""Point"", ""coordinates"": [2.384822372091333, 48.87222675618306]}";48.8722267562, 2.38482237209
834;14;ECOLE ELEMENTAIRE;24 RUE OLIVIER METRA;75020;20-14;"{""type"": ""Point"", ""coordinates"": [2.394262605088934, 48.87300073523786]}";48.8730007352, 2.39426260509
838;18;ECOLE ELEMENTAIRE;29 RUE DU TELEGRAPHE;75020;20-18;"{""type"": ""Point"", ""coordinates"": [2.399105786469913, 48.873410671920055]}";48.8734106719, 2.39910578647
839;19;"MJC ""LES HAUTS DE BELLEVILLE""";43 RUE DU BORREGO;75020;20-19;"{""type"": ""Point"", ""coordinates"": [2.401674771825138, 48.87347497323394]}";48.8734749732, 2.40167477183
848;28;ECOLE MATERNELLE;2 RUE PIERRE FONCIN;75020;20-28;"{""type"": ""Point"", ""coordinates"": [2.409217978314873, 48.871340990620716]}";48.8713409906, 2.40921797831
